Function, X, Result
cot,0.0,NaN
cot,1.5707963267948966,1.923132169163975E-17
cot,3.141592653589793,NaN
cot,4.71238898038469,-1.423060349250807E-16
cot,-1.0,-0.6420926159343308
cot,-2.0,0.45765755436028577
cot,-3.0,7.015252551434534
